[24-05-23 06:14:53.417] WARN : General     , 1684901693417> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[24-05-23 06:14:53.418] WARN : General     , 1684901693418> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[24-05-23 06:14:53.418] WARN : General     , 1684901693418> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[24-05-23 06:14:53.420] LOG  : General     , 1684901693420> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[24-05-23 06:14:53.431] WARN : General     , 1684901693431> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[24-05-23 06:14:53.464] LOG  : General     , 1684901693464> translator: language is ES.
[24-05-23 06:14:53.920] LOG  : General     , 1684901693920> texturepack: loading UI.
[24-05-23 06:14:54.000] LOG  : General     , 1684901694000> texturepack: loading UI2.
[24-05-23 06:14:54.014] LOG  : General     , 1684901694014> texturepack: loading IconsMoveables.
[24-05-23 06:14:54.019] LOG  : General     , 1684901694019> texturepack: loading RadioIcons.
[24-05-23 06:14:54.024] LOG  : General     , 1684901694024> texturepack: loading ApComUI.
[24-05-23 06:14:54.029] LOG  : General     , 1684901694029> texturepack: loading Mechanics.
[24-05-23 06:14:54.047] LOG  : General     , 1684901694047> texturepack: loading WeatherFx.
[24-05-23 06:14:56.738] WARN : Recipe      , 1684901696738> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[24-05-23 06:14:56.760] WARN : Sound       , 1684901696760> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[24-05-23 06:14:56.760] WARN : Sound       , 1684901696760> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35".
[24-05-23 06:14:56.761] WARN : Sound       , 1684901696761> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing".
[24-05-23 06:14:56.762] WARN : Sound       , 1684901696762> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working".
[24-05-23 06:14:56.763] WARN : Sound       , 1684901696763> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset".
